Index,Method,Sheet_ID,Date,Date_survey_started,Start Time,End Time,Start GPS Name,End GPS Name,Start Y,Start X,Start Temp (c),,End Y,End X,End Temp (c),Observers,Scribe,Survey,Number,No,Time,Species,Y,Y_old,X,X_old,SVL_mm,Color,Nuptial_Pads,gravid,STAGE,Use_for_size,Mass,Disposition,Microhabitat,Habitat_type,Burrow(Y/N),Burrow_Depth,GPS Waypoint,COMMENTS,Time to process,Toads Missed,QC
448,RoadVES,SCTR-22-APR-2016-04,23-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,448,116,24,SCHO,4118398,,365760,,49.5,Y,Y,N,M,,14,A,L.L.,Forest,N,,460,,,,
1485,RoadVES,SCTR-16-MAY-2017-02,16-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,65,2333,SCHO,4119720,,364858,,49.5,Y,Y,N,M,,,,,,,,,,,,
1675,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,74,108,SCHO,4118379,,365875,,49.5,Y,Y,N,M,,,,,,,,,,,,
1914,RoadVES,SCTR-18-MAY-2017-04,19-May-17,18-May-17,,,,,,,,,,,,,,5,,51,3,SCHO,4120004,,364095,,49.5,Y,Y,N,M,,,,,,,,,,,,
483,RoadVES,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,483,18,23:38,SCHO,4118418,,365866,,49.6,Y,Y,N,M,,-,A,L.L.,-,N,,#122/5,,,,
605,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,605,47,2250,SCHO,4118437,,364698,,49.6,Y,Y,N,M,,PEED,A,L.L.,-,N,,-,,,,
853,RoadVES,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,2227,34,-,-,4118580,364280,-,,4118815,364463,-,"KN, JF, ADS",,7,853,28,-,SCHO,4118725,,364407,,49.6,Y,Y,N,M,,-,OK,L.L.,-,N,,-,,,,
1231,RoadVES,SCTR-14-MAY-2017-01,14-May-17,14-May-17,2115,,,,,,20,,,,,ADS,AC,2,,21,2151,SCHO,4120426,,365748,,49.6,Y,Y,N,M,,,,,,,,,,,,
1842,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,69,17,SCHO,4120090,,363984,,49.6,Y,Y,N,M,,,,,,,,1061,,,,
1886,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,24,2200,SCHO,4119256,,364569,,49.6,DY,FAINT,N,M,,,,,,,,,FORMING PADS,,,
524,RoadVES,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,524,59,0:56,SCHO,4118423,,366355,,49.7,Y,Y,N,M,,-,A,L.L.,-,N,,#140/5,,,,
999,RoadVES,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,,,,,,,,,,,,Transect 6,,11,999,1,-,SCHO,4120433,,363863,,49.7,Y,Y,N,M,,-,OK,Microstegium,-,N,,-,MW missed one toad (22:52),,,
1804,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,31,2238,SCHO,4118616,,364319,,49.7,Y,Y,N,M,,,,,,,,1023,,,,
1840,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,67,14,SCHO,4120087,,363986,,49.7,Y,Y,N,M,,,,,,,,1059,,,,
2164,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,226,2349,SCHO,4119638,,367598,,49.7,Y,Y,N,M,,,,,,,,1190,,,,
1493,RoadVES,SCTR-16-MAY-2017-02,16-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,73,2357,SCHO,4120158,,364913,,49.8,DY,Y,N,M,,,,,,,,,,,,
1733,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,56,2340,SCHO,4118389,,366328,,49.8,Y,Y,N,M,,,,,,,,949,,,,
618,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,618,60,2306,SCHO,4118424,,364662,,49.9,Y,Y,N,M,,15.7,A,L.L.,-,N,,-,,,,
1772,RoadVES,SCTR-17-MAY-2017-03,18-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,95,119,SCHO,4118419,4188419,365993,366993,49.9,Y,Y,N,M,,,,,,,,991,,,,
1852,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,78,44,SCHO,4120372,,363859,,49.9,Y,Y,N,M,,,,,,,,1071,,,,
2201,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,263,11,SCHO,4119816,,367577,,49.9,Y,FAINT,N,M,,,,,,,,,,,,
84,RoadVES,SCTR-11-Apr-2016-01,4/12/16,,2050,32,,155,4121195,367160,,,4119073,366990,,"ADS, AO",,,84,84,5,SCHO,4118967,,367251,,50,Y,Y,DC,M,,-,A,grass,field forest,N,,point 143,,,,
403,RoadVES,SCTR-22-APR-2016-03,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,403,71,2300,SCHO,4118446,,365584,,50,Y,Y,N,M,,21.2,A,L.L.,Forest,N,,425,,,,
709,RoadVES,SCTR-09-MAY-2016-01,10-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,709,151,103,SCHO,4118532,,364335,,50,Y,Y,N,M,,14.6,N,L.L.,-,N,,-,,,,
1505,RoadVES,SCTR-16-MAY-2017-02,17-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,85,31,SCHO,4120122,,364779,,50,Y,Y,N,M,,,,,,,,,,,,
1741,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,64,2356,SCHO,4118390,,366300,,50,Y,Y,N,M,,,,,,,,957,,,,
1933,RoadVES,SCTR-18-MAY-2017-04,19-May-17,18-May-17,,,,,,,,,,,,,,5,,69,45,SCHO,4120355,,363868,,50,Y,Y,N,M,,,,,,,,,,,,
1507,RoadVES,SCTR-16-MAY-2017-02,17-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,87,37,SCHO,4120086,,364765,,50,DY,FAINT,N,M,,,,,,,,,,,,
297,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,297,161,159,SCHO,4121626,,363098,,50.1,Y,Y,DC,M,,-,A,grass,forest/field edge,N,,point 319,,,,
1479,RoadVES,SCTR-16-MAY-2017-02,16-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,59,2321,SCHO,4119748,,364577,,50.1,Y,Y,N,M,,,,,,,,,,,,
1724,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,47,2327,SCHO,4118384,,366333,,50.1,Y,Y,N,M,,,,,,,,940,,,,
1746,RoadVES,SCTR-17-MAY-2017-03,18-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,69,5,SCHO,4118387,,366283,,50.1,Y,Y,N,M,,,,,,,,965,,,,
1996,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,56,2151,SCHO,4119005,,367356,,50.1,Y,Y,N,M,,,,,,,,,,,,
381,RoadVES,SCTR-22-APR-2016-02,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,381,49,2208,SCHO,4118422,,365454,,50.2,Y,Y,N,M,,14.2,A,L.L.,Forest,N,,410,,,,
937,RoadVES,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,2331,41,,French artillery park,-,-,-,,4119074,364479,-,,,9,937,7,-,SCHO,4118869,,364390,,50.2,GY,Y,N,M,,,OK,L.L.,-,N,,,,,,
1010,RoadVES,SCTR-19-AUG-2016-02,19-Aug-16,19-Aug-16,,,,,,,,,,,,,,11,1010,4,,SCHO,4120457,,363867,,50.2,Y,Y,N,M,,-,OK,L.L.,-,N,,,,,,
1245,RoadVES,SCTR-14-MAY-2017-01,14-May-17,14-May-17,2115,,,,,,20,,,,,ADS,AC,2,,35,2216,SCHO,4120295,,365782,,50.2,Y,Y,N,M,,,,,,,,,,,,
1407,RoadVES,SCTR-15-May-2017-01,15-May-17,15-May-17,2119,,,,,,,,,,,ADS,RH,R,,17,2251,SCHO,4120358,,363865,,50.2,Y,Y,N,M,,,,,,,,,,,,
1474,RoadVES,SCTR-16-MAY-2017-02,16-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,54,2313,SCHO,4119738,,364574,,50.2,Y,Y,N,M,,,,,,,,,,,,
1013,RoadVES,SCTR-19-AUG-2016-02,19-Aug-16,19-Aug-16,,,,,,,,,,,198 spiders,MW missed one,,11,1013,7,,SCHO,4120445,,363876,,50.3,Y,Y,N,M,,-,OK,L.L.,-,N,,,,,,
1080,RoadVES,SCTR-11-MAY-2017-02,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,57,2305,SCHO,4118454,,364614,,50.3,DY,Y,N,M,,,,,,,,,,,,
1661,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,60,38,SCHO,4118404,4418404,365757,,50.3,Y,Y,N,M,,,,,,,,,,,,
1665,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,64,56,SCHO,4118379,,365796,,50.3,Y,Y,N,M,,,,,,,,,,,,
1757,RoadVES,SCTR-17-MAY-2017-03,18-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,80,25,SCHO,4118362,,366216,,50.3,Y,Y,N,M,,,,,,,,976,,,,
1848,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,74,41,SCHO,4120357,,363859,,50.3,Y,Y,N,M,,,,,,,,1066,,,,
971,RoadVES,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,-,-,-,-,4119769,364520,-,,412000,364110,-,,,10,971,26,-,SCHO,4119938,,364128,,50.4,Y,Y,N,M,,-,OK,On log,-,N,,-,,,,
1304,RoadVES,SCTR-14-MAY-2017-03,15-May-17,14-May-17,,,,,,,,,,,,,,2,,94,29,SCHO,4120166,,365008,,50.4,Y,Y,N,M,,,,,,,,,,,,
1673,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,72,106,SCHO,4118379,,365869,,50.4,Y,Y,N,M,,,,,,,,,,,,
534,RoadVES,SCTR-27-APR-2016-03,28-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,534,69,1:13,SCHO,4118516,,366429,,50.5,Y,Y,N,M,,-,A,L.L.,-,N,,#053/8,,,,
1671,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,70,105,SCHO,4118404,,365881,,50.5,Y,Y,N,M,,,,,,,,,,,,
1966,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,26,2131,SCHO,4119000,,367296,,50.5,Y,Y,N,M,,,,,,,,1095,,,,
878,RoadVES,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,2227,34,-,-,4118580,364280,-,,4118815,364463,-,"KN, JF, ADS",,7,878,53,-,SCHO,4118790,,364474,,50.6,Y,Y,N,M,,-,OK,L.L.,-,N,,-,,,,
1238,RoadVES,SCTR-14-MAY-2017-01,14-May-17,14-May-17,2115,,,,,,20,,,,,ADS,AC,2,,28,2200,SCHO,4120420,,365746,,50.6,Y,Y,N,M,,,,,,,,,,,,
1271,RoadVES,SCTR-14-MAY-2017-02,14-May-17,14-May-17,,,,,,,,,,,,,,2,,61,2322,SCHO,4119817,,365496,,50.6,Y,FAINT,N,M,,,,,,,,,Faint pads,,,
2022,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,82,2206,SCHO,4119089,,367426,,50.6,Y,Y,N,M,,,,,,,,1115,,,,
2066,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,127,2230,SCHO,4119131,,367451,,50.6,Y,Y,N,M,,,,,,,,1140,,,,
1414,RoadVES,SCTR-15-May-2017-01,15-May-17,15-May-17,2119,,,,,,,,,,,ADS,RH,R,,24,2322,SCHO,4120286,,363910,,50.6,Y,FAINT,N,M,,,,,,,,,,,,
861,RoadVES,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,2227,34,-,-,4118580,364280,-,,4118815,364463,-,"KN, JF, ADS",,7,861,36,-,SCHO,4118760,,364443,,50.7,Y,Y,N,M,,-,OK,L.L.,-,N,,-,,,,
904,RoadVES,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,2331,41,,French artillery park,-,-,-,,4119074,364479,-,-,,9,904,6,-,SCHO,4119297,,364623,,50.7,Y,Y,N,M,,-,OK,L.L.,-,N,,-,,,,
1342,RoadVES,SCTR-14-MAY-2017-04,14-May-17,14-May-17,,,,,,,,,,,,,,2,,38,2240,SCHO,4120210,,365791,,50.7,Y,Y,N,M,,,,,,,,GPS 5 - 747,,,,
2062,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,123,2228,SCHO,4119120,,367441,,50.7,Y,Y,N,M,,,,,,,,1139,,,,
2083,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,144,2244,SCHO,4119198,,367517,,50.7,Y,Y,N,M,,,,,,,,1150,,,,
942,RoadVES,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,2331,41,,French artillery park,-,-,-,,4119074,364479,-,,,9,942,12,-,SCHO,4118939,,364399,,50.8,GY,Y,N,M,,,OK,L.L.,-,N,,,,,,
1725,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,48,2329,SCHO,4118395,,366331,,50.8,Y,Y,N,M,,,,,,,,941,,,,
1796,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,23,2202,SCHO,4119092,,364469,,50.8,Y,Y,N,M,,,,,,,,1015,,,,
2213,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,274,52,SCHO,4120556,,363803,,50.8,Y,Y,N,M,,,,,,,,,,,,
2230,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,292,106,SCHO,4120805,,363731,,50.8,Y,Y,N,M,,,,,,,,1217,,,,
636,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,636,78,2328,SCHO,4118424,,364600,,50.9,Y,Y,N,M,,13.6,A,L.L.,-,N,,-,,,,
1232,RoadVES,SCTR-14-MAY-2017-01,14-May-17,14-May-17,2115,,,,,,20,,,,,ADS,AC,2,,22,2152,SCHO,4120407,,365748,,50.9,Y,Y,N,M,,,,,,,,,,,,
1851,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,77,43,SCHO,4120366,,363856,,50.9,Y,Y,N,M,,,,,,,,1070,,,,
1935,RoadVES,SCTR-18-MAY-2017-04,19-May-17,18-May-17,,,,,,,,,,,,,,5,,71,49,SCHO,4120402,,363865,,50.9,Y,Y,N,M,,,,,,,,,,,,
1960,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,20,2128,SCHO,4118985,,367293,,50.9,Y,Y,N,M,,,,,,,,1093,,,,
2158,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,220,2342,SCHO,4119609,,367613,,50.9,Y,Y,N,M,,,,,,,,1187,,,,
303,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,303,167,208,SCHO,4121610,,363043,,51,Y,Y,DC,M,,-,A,grass,Field,N,,Pt 325,,,,
1058,RoadVES,SCTR-11-MAY-2017-01,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,35,2221,SCHO,4118483,,364510,,51,DY,Y,N,M,,,,,,,,,,,,
1198,RoadVES,SCTR-12-MAY-2017-02,14-May-17,14-May-17,,,,,,,,,,,,HM,RH,2,,2,2226,SCHO,4118962,,367299,,51,Y,Y,N,M,,,,,,,,GPS 5 - 682,12 May - Crawford: Male with pads on road,,,
1472,RoadVES,SCTR-16-MAY-2017-02,16-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,52,2309,SCHO,4119751,,364558,,51,Y,Y,N,M,,,,,,,,,,,,
405,RoadVES,SCTR-22-APR-2016-03,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,405,73,2306,SCHO,4118454,,365590,,51.1,Y,Y,N,M,,-,A,L.L.,Forest,N,,427,,,,
1370,RoadVES,SCTR-14-May-2017,14-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,66,2345,SCHO,4119922,,365237,,51.1,Y,Y,N,M,,,,,,,,774,,,,
1578,RoadVES,SCTR-16-May-2017-04,17-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,56,18,SCHO,4120007,,364630,,51.1,Y,Y,N,M,,,,,,,,868,,,,
1815,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,42,2258,SCHO,4118747,,364397,,51.1,Y,Y,N,M,,,,,,,,1034,,,,
2219,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,280,56,SCHO,4120615,,363778,,51.1,Y,Y,N,M,,,,,,,,1215,,,,
870,RoadVES,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,2227,34,-,-,4118580,364280,-,,4118815,364463,-,"KN, JF, ADS",,7,870,45,-,SCHO,4118816,,364453,,51.2,Y,Y,N,M,,-,OK,L.L.,-,N,,-,,,,
1040,RoadVES,SCTR-11-MAY-2017-01,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,17,2141,SCHO,4118526,,364398,,51.2,Y,Y,N,M,,,,,,,,,,,,
1669,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,68,104,SCHO,4118397,,365863,,51.2,Y,Y,N,M,,,,,,,,,,,,
697,RoadVES,SCTR-09-MAY-2016-01,10-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,697,139,45,SCHO,4118535,,364380,,51.3,Y,Y,N,M,,15,A,L.L.,-,N,,-,,,,
1706,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,29,2255,SCHO,4118427,,366382,,51.3,Y,Y,N,M,,,,,,,,920,,,,
1970,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,30,2135,SCHO,4118961,,367354,,51.3,Y,Y,N,M,,,,,,,,,,,,
440,RoadVES,SCTR-22-APR-2016-04,23-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,440,108,9,SCHO,4118399,,365738,,51.4,Y,Y,N,M,,-,A,L.L.,Forest,N,,452,,,,
1301,RoadVES,SCTR-14-MAY-2017-02,15-May-17,14-May-17,,,,,,,,,,,,,,2,,91,20,SCHO,4120164,,364967,,51.4,Y,Y,N,M,,,,,,,,,,,,
1828,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,55,2326,SCHO,4118865,,364410,,51.4,Y,Y,N,M,,,,,,,,1047,,,,
2028,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,89,2209,SCHO,4119087,,367422,,51.5,Y,Y,N,M,,,,,,,,1119,,,,
2139,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,201,2331,SCHO,4119572,,367633,,51.5,Y,Y,N,M,,,,,,,,1178,,,,
1181,RoadVES,SCTR-11-MAY-2017-04,12-May-17,11-May-17,,,,,,,,,,,,HM,RH,1,,67,11,SCHO,4118428,,364822,,51.6,DY,FAINT,N,M,,,,,,,,GPS 5 - 669,,,,
1484,RoadVES,SCTR-16-MAY-2017-02,16-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,64,2330,SCHO,4119733,,364579,,51.6,Y,Y,N,M,,,,,,,,,,,,
1755,RoadVES,SCTR-17-MAY-2017-03,18-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,78,22,SCHO,4118375,,366229,,51.6,Y,Y,N,M,,,,,,,,974,,,,
1902,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,40,2314,SCHO,4118795,,364404,,51.6,Y,Y,N,M,,,,,,,,,,,,
1921,RoadVES,SCTR-18-MAY-2017-04,19-May-17,18-May-17,,,,,,,,,,,,,,5,,58,22,SCHO,4120142,,363987,,51.6,Y,Y,N,M,,,,,,,,,,,,
1900,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,38,2305,SCHO,4118765,,364412,,51.7,DY,Y,N,M,,,,,,,,,,,,
486,RoadVES,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,486,21,23:44,SCHO,4118419,,365919,,51.8,Y,Y,N,M,,-,A,L.L.,-,N,,#032/8,,,,
1002,RoadVES,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,,,,,,,,,,,,,,11,1002,4,-,SCHO,4120420,,363867,,51.8,Y,Y,N,M,,-,OK,L.L.,-,N,,-,JF finished transect 1 at 23:04,,,
1427,RoadVES,SCTR-16- MAY-2017-01,16-May-17,16-May-17,2105,,,,,,19.5,76.6,,,,ADS,RH,3,,7,2122,SCHO,4119960,,364119,,51.8,Y,Y,N,M,,,,,,,,,,,,
1962,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,22,2129,SCHO,4118948,,367275,,51.8,Y,Y,N,M,,,,,,,,,,,,
1037,RoadVES,SCTR-11-MAY-2017-01,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,14,2138,SCHO,4118537,,364391,,51.9,Y,Y,N,M,,,,,,,,,,,,
1716,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,39,2313,SCHO,4118416,,366349,,51.9,Y,Y,N,M,,,,,,,,932,,,,
1762,RoadVES,SCTR-17-MAY-2017-03,18-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,85,48,SCHO,4118367,,366138,,52,Y,Y,N,M,,,,,,,,981,,,,
1826,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,53,2320,SCHO,4118823,,364439,,52,Y,Y,N,M,,,,,,,,1045,,,,
1945,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,5,2114,SCHO,4119061,,367094,,52,Y,Y,N,M,,,,,,,,1085,,,,
2002,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,62,2154,SCHO,4119013,,367377,,52,Y,Y,N,M,,,,,,,,,,,,
922,RoadVES,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,2331,41,,French artillery park,-,-,-,,4119074,364479,-,-,,9,922,24,-,SCHO,4119160,,364491,,52.1,Y,Y,N,M,,-,OK,L.L.,-,N,,-,,,,
1818,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,45,2304,SCHO,4118766,,364434,,52.1,Y,Y,N,M,,,,,,,,1037,,,,
1833,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,60,0,SCHO,4120007,,364066,,52.1,Y,Y,N,M,,,,,,,,1052,,,,
1868,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,6,2127,SCHO,4119331,,364622,,52.1,Y,Y,N,M,,,,,,,,,,,,
1967,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,27,2132,SCHO,4118965,,367200,,52.1,Y,Y,N,M,,,,,,,,,,,,
1863,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,1,2102,SCHO,4119511,,364748,,52.2,DY,Y,N,M,,,,,,,,,,,,
2212,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,273,51,SCHO,4120541,,363825,,52.2,Y,Y,N,M,,,,,,,,,,,,
1426,RoadVES,SCTR-16- MAY-2017-01,16-May-17,16-May-17,2105,,,,,,19.5,76.6,,,,ADS,RH,3,,6,2119,SCHO,4119952,,364116,,52.3,Y,Y,N,M,,,,,,,,,,,,
1867,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,5,2124,SCHO,4119355,,364618,,52.3,Y,Y,N,M,,,,,,,,,,,,
2105,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,166,2302,SCHO,4119334,,367607,,52.3,Y,Y,N,M,,,,,,,,1161,,,,
1413,RoadVES,SCTR-15-May-2017-01,15-May-17,15-May-17,2119,,,,,,,,,,,ADS,RH,R,,23,2320,SCHO,4120268,,363908,,52.4,Y,Y,N,M,,,,,,,,,,,,
1827,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,54,2321,SCHO,4118823,,364437,,52.4,Y,Y,N,M,,,,,,,,1046,,,,
